nota_id,target,version,active,type,subtype,texto_nota
n-666-1,#seg-666-1,1,true,lexica,,hado: ‘destino’.
n-669-1,#seg-669-1,1,true,lexica,,"estremado: ‘extremado’, es decir ‘admirable’"
n-672-1,#l-672 #l-673 #l-674,1,true,parafrasis,,"Es decir, para aumentar las posesiones y la honra (ensanchar el honor) de la encomienda, sitió (puso apretado cerco) Ciudad Real."
n-683-1,#l-683 #l-684 #l-685 #l-686,1,true,historica,,"Esto es, por la victoria de Fernán Gómez, Ciudad Real deja de pertenecer a la Corona de Castilla y pasa a depender de la Orden de Calatrava (sus vasallos seremos). La queja de los regidores pone de manifiesto que el Comendador ha abusado de sus prerrogativas al desafiar el poder de la Reina."
n-694-1,#l-694,1,true,lexica,,de todo contento ajenos: ‘descontentos’.
n-703-1,#l-703 #l-704 #l-705 #l-706,1,true,historica,,La victoria de Fernán Gómez sobre Ciudad Real puede facilitar la entrada (puerta segura) a los ejércitos de Alfonso V de Portugal que están preparados en la frontera.
n-707-1,#seg-707-1,1,true,lexica,,luego: ‘enseguida’.
n-708-1,#seg-708-1,1,true,realia,,compañía: soldados que militan bajo las órdenes de un capitán.
n-709-1,#seg-709-1,1,true,lexica,,demasías: ‘excesos’.
n-711-1,#seg-711-1,1,true,historica,,"Se trata del conde de Cabra, Diego Fernández de Córdoba, mariscal de Baena."
n-718-1,#l-718,1,true,parafrasis,,como de tan gran valor: ‘digna de vuestro valor’.
n-723-1,#l-723,1,true,parafrasis,,A medio torcer los paños: ‘Mientras lavaba la ropa’.
n-724-1,#l-724 #l-725 #l-726 #l-727 #l-728 #l-729 #l-730,1,true,parafrasis,estilistica,"Para evitar que las muchachas que frecuentan el paraje murmuren (dar que decir), Laurencia se aparta del arroyo y le reprocha a Frondoso que todo el pueblo esté al tanto de sus pretensiones (que me miras y te miro) y los vigile (todos nos traen sobre ojo). Los arroyos, como las fuentes y los ríos, ya en la lírica tradicional eran lugares de encuentro amoroso."
n-732-1,#seg-732-1,1,true,lexica,,"brïoso: ‘animoso, airoso’, aquí con valor de adverbio."
n-734-1,#l-734,1,true,parafrasis,,vistes bizarro y costoso: ‘vistes de forma vistosa y cara’.
n-738-1,#l-738,1,true,parafrasis,intertextual,"que ya para en uno somos: ‘que ya estamos prometidos’. Que ya para en uno somos es variación de la fórmula legal ‘ser para en uno’, documentada desde antiguo en canciones de boda. Lope la usó, por ejemplo, en la canción de boda de Peribáñez, “pues hoy para en uno son”, vv. 145, 165."
n-739-1,#l-739 #l-740 #l-741 #l-742,1,true,realia,,"Los versos parecen aludir a las amonestaciones previas al matrimonio que había que anunciar en la iglesia (eche de -o desde- la tribuna). Tal anuncio habría de hacerse después de que dejaran de sonar los piporros, instrumento de viento parecido al órgano."
n-743-1,#l-743 #l-744 #l-745 #l-746 #l-747 #l-748 #l-749 #l-750,1,true,parafrasis,,"Laurencia, que desconfía de las intenciones de su amante, sostiene que prefiere que una buena cosecha llene las despensas de los labradores (atestadas y colmadas) a que se cumpla lo que el pueblo murmura (imaginación) sobre las intenciones amorosas de Frondoso, pues esa cuestión ni le quita el sueño (ni me desvela ni aflige) ni la preocupa (ni en ella el cuidado pongo)."
n-743-2,#seg-743-1,1,true,lexica,,trojes: ‘graneros’.
n-752-1,#seg-752-1 #l-753 #l-754,1,true,parafrasis,,que tomo... la vida: ‘pongo en peligro mi vida’. Frondoso se siente mortalmente herido por los desdenes de Laurencia.
n-760-1,#seg-760-1,1,true,lexica,,"cuidadoso: ‘preocupado, apenado’."
n-761-1,#seg-761-1 #l-762,1,true,parafrasis,,"Frondoso se autodiagnostica la enfermedad de amor: dominado por el recuerdo de la amada (imaginando en ti), ni bebe ni duerme ni come."
n-764-1,#seg-764-1,1,true,intertextual,,La dama de angélico rostro es tópico petrarquista.
n-766-1,#seg-766-1,1,true,lexica,estilistica,salúdate: ‘cúrate de la rabia’. Es juego de palabras con el rabio del verso anterior.
n-768-1,#seg-768-1,1,true,realia,,Los palomos son símbolo de los bien casados.
n-772-1,#l-772 #l-773 #l-774,1,true,parafrasis,,"Laurencia aconseja a su amante que trate del matrimonio con su tío Juan Rojo, probablemente su padrino. Está claro que las honradas intenciones matrimoniales del enamorado han ablandado a la dama, que admite sentir ya algo de amor (algunos asomos)."
n-781-1,#seg-781-1,1,true,dramaturgica,estilistica,La escena de caza adquiere carácter simbólico al comparar el Comendador a Laurencia con una gama. La alegoría de la caza de amor es frecuente en el romancero y en la lírica tradicional.
n-786-1,#seg-786-1 #seg-788-1 #seg-790-1,1,true,estilistica,parafrasis,"monstro o ‘monstruo’ es híbrido de animales de distinta naturaleza. Aquí es metáfora blasfema. El Comendador la usa cínicamente para poner de manifiesto que la resistencia de Laurencia, que él califica de desdenes toscos, no se aviene con su hermosura (gracias), que es don que ha recibido del Cielo, es decir, de Dios."
n-796-1,#seg-796-797-a #seg-796-797-b,1,true,parafrasis,,tu rostro huyas: ‘ocultes tu rostro’.
n-804-1,#seg-804-1,1,true,lexica,,desposorio: ‘compromiso matrimonial’.
n-811-1,#l-811 #l-812,1,true,realia,estilistica,"La cruz es la del hábito de la Orden de Calatrava. Es juego de palabras con el que Laurencia denuncia la hipocresía del Comendador. Probablemente, la muchacha esté también recordando los refranes “Detrás de la cruz está el diablo” y “La cruz en los pechos y el diablo en los hechos”, que también se refieren a la hipocresía."
n-817-1,#l-817 #l-818-a,1,true,parafrasis,estilistica,"Es decir, el Comendador va a usar la fuerza para someter a Laurencia. Reduzgo es forma antigua por ‘reduzco’."
n-826-1,#seg-826-1,1,true,parafrasis,,"Calificándolo de ‘noble’ (generoso), Frondoso está recordando al Comendador sus deberes de caballero."
n-830-1,#seg-830-1,1,true,lexica,,me da asombro:‘me atemoriza’.
n-831-1,#seg-831-1,1,true,lexica,,Perro: ‘descortés’. Es insulto que Frondoso rechaza.
n-834-2,#seg-834-1,1,true,lexica,,malhaya: ‘maldito sea’.
n-834-1,#l-834 #l-835 #l-836 #l-837,1,true,parafrasis,,"El Comendador lamenta su comportamiento imprudente (loco) al desarmarse (desceñido la espada) para no espantar a la caza, es decir a Laurencia (véase v. 781)."
n-839-1,#seg-839-1,1,true,realia,,nuez: parte de la ballesta que se usa para armar la cuerda.
n-839-2,#seg-839-2,1,true,lexica,,apiolar: ‘matar’ y también ‘atar las patas del animal muerto para colgarlo’.
n-844-1,#l-844 #l-845 #l-846,1,true,parafrasis,mitologica,Frondoso pondera la tiranía simbólica de Amor o ‘Cupido’ (sordo cuando está en su trono) para oponerla a la tiranía efectiva del Comendador.
n-947-1,#l-947 #l-948 #l-949 #l-950 #l-951,1,true,realia,,Las leyes de la caballería prohibían que un noble luchara con un plebeyo y por eso el Comendador no puede dirigir (volver) su espada contra él.
n-852-1,#seg-852-853-a #seg-852-853-b,1,true,parafrasis,,"me conformo con mi estado, es decir, Frondoso asume su condición de campesino y renuncia a la rebeldía, entre otros motivos, porque sabe que matar a un noble se castiga con la pena capital."
n-859-1,#seg-859-1,1,true,lexica,,cerrara: ‘hiciera frente’.
n-860-1,#seg-860-1,1,true,lexica,,<term>corro:</term> ‘avergüenzo’.
